text,sentiment
movi ko movi ki tara dekhe to sab sahi lagega,Neutral
prashna ye nahi hai ki movie kaisi hai?prashna hai ki ye movie hai hi kyu?,Negative
ye movie dekhna k baad muja bp kii problem ho gyii,Negative
pj background se noise aa ri hai,Neutral
yaar bhut gussa aarahe ye log pe puri ramayan bigadi he,Negative
ab samajh aaya kee picture itnee kharb kyo h,Negative
dekh e se dar lag raha hai,Negative
shri ram ji ko jb tir chalate hue dikhaya to sirf 2 pr thik thak cgi use kiya baki kisi men bhi cgi use nahi kiya sare simple tir hi dikaye,Neutral
bhai isko koi thanda paani pilao,Negative
paisa barbad benstokes,Negative
is se achi to stage wali ramayan hai,Negative
lekin hanuman ji ne iss movie me kitni bar jai shree ram bola,Negative
koi bhai btaega pj bhai k hath mai kya chiz hai ?,Neutral
tabhi na dekha humne,Negative
bro ye movie dialogue scene sirf 2014 mai bane hindu ke liye banai gayi hai,Negative
bro teaser tak me paad ki gandh aa gyi thi phir bhi gaya huga hua dekhne aur ghatiya dialogue aur direction k liye om raut manoj muntasir really deserves joota chappal,Negative
us hindu writer ne itne ghatiya dialogue likhe aur aaj tak par baith k bol ra mughal iske zimmedar hai aise dialogue to humne kisi normal film mei b ni sune,Negative
ramayana the legend of prince rama ko india mein ye keh kar hate mila tha ki bhagwan ko cartoon ke roop mein darshaya gaya h or yahan ek ye film h jo 600 cr khake bhi us movie ki 1 percent to chodo 0 bhi nahi h japan walo ne literally humari muh pr chappal mari h humari sanskriti ke upar humse hi crore guna zyada badhiya picture bnake wo bhi bc 30 saal pehle,Negative
ap ka or mara opinion balkol same hy,Positive
disney land me kaisa chal rha he,Neutral
bhai bollywood ko boycot kar do movie hi mat dekho friends fam me ye inform karein,Negative
koi itni sasti nashe kar k dialogue kese likh sakta hey,Negative
ye peeche aazan ki awaaz aari thi kya ??,Neutral
sukar hai is movie ko banane wale aur dialogues likhne wale hindus hai agar iske jagah koi muslim person hota toh ye bajrang dal aur bjp wale kattar hindu log na jane unke khilaf kya kya nahi karte,Negative
aaj dikha andar ka bhadas pj bhai,Neutral
mood kharab ho gya dekh ke,Negative
bhai mene jis din prabhas ka getup dekha tha usi din predict kar diya tha ki movie ghatiya hone wali he kam se kam un ram ko to ye makers mind me rakhte ki logo ke man me kis ram ki chhavi he,Negative
wahiyat wahiyat wahiyat,Negative
bhai ram ki movie hanuman ne ek bar bhi ram ka naam liya,Negative
zero zero zero bhi kuch acchhaa nahi h is movie mharamkhor h puri ki puri caste,Negative
over all picture buri ni hai wahiyaat hai,Negative
ab kaha mar gya hai godi media rawan sungh kr gya kya?koi aalochna nhi koi aarop nhi koi cheekh pukar nhi kahi jeebh to nahi lakwa maar gyi,Negative
mughe to lagta hai bhai ye picture bannane vale paisa deal ke kala paisa safed karte hai,Negative
i am also a muslim but mai ram ki ijjat karta hu aur apni indian sanskriti ki bhi but is movie me bahut bura kaam hua agar dusre desh ke log ise dekhenge to ve kya sochenge ki ye real mai hi aisa hoga and rawan ki bhi ek negative image unke dimag me aaigi boycott to is movie ka hona tha but it s a religious movie isiliye kisi ne boycott hi nahi kiya,Negative
uss director ko jail main hona chahiye no wonder usko pichhe se propaganda paise mile hai ki kuchh bhi banao bas controversy karo,Negative
prabhas genda,Negative
jab bhi ramayan k upar adharit koi bhi movie ya show dekha jae to sabka man positivity se bhar jana chahiye man shaant ho jana chahiye par ye kya script h iss movie me tu tera jali jalegi isse ramayan based movie kaise bana dii,Negative
koi ye bataye ki harry potter ka dementors adipurush kya kar rha hai?,Neutral
pj totaly ghusbums review bilkul justice karta hai adipurush pe iss ghatiya sahed hi kisi movie me dekha hai,Negative
bhai ramayan hi kyu ? sabkuch bigad diya bhai hamari classic ramayan bigad di,Negative
3 to kya 30 ghante ki bhi film banate to kam se kam in logon ke bas ki baat to nahi hain,Negative
aadipurush cgi vfx bahut kharab haithe legend of hanuman ka cgi vfx super hai,Negative
ab toh kabhi nahi dekhungaa movie,Negative
kaha h boycott gang??? ab himmat h to boycott kr k batao andhbhakkato pathan ko boycott kre the ab kr k batao bhakkto ???,Negative
jaladi ticket,Negative
apne sentiments hurt mat kariye mat jaiye yeh movie dekhne,Negative
isse achi movie marvel bale hi bana dete,Negative
tv pr mat lana ye movie ban krdo,Negative
ghanta perspective puri ki puri team sirf dharm k naam per dekhne hi aayenhe sochke jaise v banadiya ye log koi serious hi nahi they sirf paise k liye jaise taise kardi aur aap perspective bolte hain,Negative
aaj pata chala pj ko bojot gusa ata h,Negative
elvish yadav ke baad ek aap he ho jisne khulkr bolaa ha itna,Positive
legend hanuman se hi sikh lete kuch,Negative
yaar sab chhodo inke bajrang ne to puri movie me ek baar vi shree ram nahi bola yaar sharam karo,Negative
prabhas ko bahubali ke alawa jab bhi dekha usne disappoint hi kiyamujhe lagta he ane wali salaar bhi wahiyat movie hogime to nahi jaraha dekhne,Negative
sach mai bahut bakwas hai jiski jalti hai wahi janta hai chee,Negative
hamari hindu sanskriti ka apman kiya he ye movie banake,Negative
hanuman ji fir jai shree ram nehi bolte he yaar kya banaye ho yr,Negative
om rout bacha hai ramayan ko destroy karne ke liye puri koshish ki hai prabhas is good in telugu movies looks like a tower only suits for action movie,Negative
mic kon sa use karte karte h,Neutral
bhai movie ke ticket price se ram charitmanas book ajayengi woh kharid lo or pad lo pr movie mat dekho,Negative
5 hazar saal pehle to kalyug aya tha or 7 hazar saal pehle ramayan bhi ho gai jo ki treta yug ki hai phir duapar kaha gaya,Neutral
i think paheli baar pj gussa hua hain,Neutral
kya review hai,Neutral
yeah kya bhawasir bana diye ho,Negative
ma adiproush nahi deakh sakta mere mo se gali niklgi jo ma nahi dena chata,Negative
ramayan ka apamaan he ye,Negative
1 scene dekha tha jalli na wala sala tbhi itna ghtiya feel ho ra tha k sala iska writer kon h,Negative
paisa barbaad,Negative
rahi baat dialogue ki to haa bhut kuchh gadbad hai and men point is a hindu dialogue is not available,Negative
bhai kya kachra kardiya yaar ramayana ki god pls remake this with better director and vfx,Negative
andh bhaktt be likeee meri umeede todhi hai tumneee,Negative
bahut badhiya movie he bro 1 no,Positive
best thing that i want to say adipurush ki cast ne kabhi ramayan dekhi he nahi our na he government ne dekhi hai warna is jaise chu movie ko green flag dekha te he nahi sala bas andha pisa dekhaya udaya hai haare jahnde dekhane walo ko nikalo pahle fer movie ko haata doo bc kuch bhi banate hai yi bollywood wali kabhi bhi hamare bhagwan ka samman nahi karti,Negative
b ike ase 600cr barbaad kiye kahi daan kr deta,Negative
director jaha dikhe waha gira kr maro,Negative
bhai mene pahli baar hi muskil se dekhi thi ab dusri bar nahi dekhu gaa pese dene pe nahi sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sorry sab bakwaas,Negative
wahiyad wahiyad wahiyad wahiyad wahiyad,Negative
hamare dharam ko dusrom ne nahi apno ne mara hai,Negative
sab jhola utha ke boycott karne chale aate hai,Negative
@tseries itna pesa he to hame de do isse achchi bana denge,Negative
me bollywood movie dekhta hi nahi to ye dekhi hi nahi paise bache,Negative
6oo crore ka hag diya hai,Negative
bhai aapke ek ek shabd se i agree itni ghatiya film banai hai,Negative
mere to 3 ghante waste ho gaye,Negative
sach me wahiyat bna diya,Negative
abhi ka review ko kitne paise mile yaar,Neutral
prabhas murkh ban gya bollywood me aake,Negative
acha hua meine is movie nahi dekhaa,Negative
muje ye movie dekha te ulti a raha he,Negative
paisa barbaad issey dayanand sagar ramayan was 100x better,Negative
bollywood se app umid kar rahe ho ki ye hindustan k culture ki respect karenge,Negative
inka boycott boycutt karne se ghar ka kharcha chalta hai,Negative
mujhe mera ticket ka paisa wapas chahye refund warna mai fir likhwa dunga adipurush k director pe,Negative
writer actor and director kese ko bhi sharam nahi aayi hadd hai bc that s why i don t watch any fuc bollywood movie,Negative
durector ki auqat hi nahi hai,Negative
kamse kam abhi to boycott karna chahiye,Negative
kit na pesa mila h bhai,Neutral
pj bhai kitne paise mile,Neutral
bhai adipurush ramji thy aur vahiyat naam mat likho uss ke sath film critic karna aalag hai aur apne dharma ke baare mai kuch bolna aalag hai please request you to change the title for now jai shree ram,Negative
chhodo yr kuch bolne layak nahi h,Negative
hanuman ji ka v jisne acting kiya h vo bhut bekar he,Negative
aaj dekha maine wakai bahut bekar bnaya hain,Negative
ghor kalyug hai vai ye ha jo log sabse jada god ki bat karte hai o hi sabse bara devil hote hai dipika ki serf bikini colour ki waja se boycott ho raha tha film ab kaha hai,Negative
ab na dekh rha ab,Negative
yaar sita ma ke kapde dekho ban karo iss film ko,Negative
ab to ramanand sagar ke charan dho k pine ka man kar rha hai dekho ab kb prabhas resign krta hai bollywood se pan india bnne k chkkar me south ka bhi na rha to lanka lg jaaegi iski bhi,Negative
i dont support adipurush movie par 240 cr worlwide collection hui kaise,Negative
kisne bola prabhas bada star hai pj bhai dil par hath rakh kar ek baar sochna prabhas ko unnecessary chadhaya jaya raha hai saare bade budget ki movies mai hi kyu prabhas ko hi cast kiya jaa raha hai us bande ko acting nahi aati sahi mayno maiprabhas ka maano patent ho gaya ho 500 600 cr ke budget mai kaam karne ka mazak chal raha hai kya?bahubali ke baad kon si movie hit ho gayi prabhas ki ? saaho nahi chali radhe shyam nahi chaliuske baad bhi pata nahi in directors or producer ko kya latt si lag gayi hai abhi salar ban rahi hai or tum dekh lena uska bhi wahi haal hoga are bhagao yar dusro ko chance do puri movie ko waat laga kar rkh di om raut neesa laga raha hai ki 250 2050 crore in logo ne apne jeb mai daal liye or bache 100 cr movie bana dali galti sabse zada public ki bhi hai are bhai jab ek bande ki tukke mai ek movie chal gayi toh uska yeh matlab toh nahi hai na ki uski aane wali sari movies wesa hi response deyeh baat toh humne marvel ke phase 4 mai hi dekh liabhi b smj nahi aa rha hai toh jaake pogo dekho,Negative
aapko kase pata ki ramanand sagar ki ramayan hi sahi ramayan hai aapko ye pata hai ki humare pass 50 se bhi jyada type ki ramayan hai aapko bhi nahi pata ki aapko ramanand sagar ki ramayan kyu sahi lagti hai agar aapse koi puche to aap bas kehe do ge ki aapki bas aastha hai or koi jawab nahi hota logo ke pass,Negative
aub to nahin dekhenge,Negative
adipurush me jo hindu devtao ka galat tarike se pesh kiya gaya to usko kisine ban nahi kiya ya fir uspar kisine bycott nahi kiya par jab pathan realise honi thi tab kuch bhi faltu karan dekar usko ban karne ki koshish ki gayi to ye kya chal raha hai wakai me bharat me sarvdhrmsambhav mar chuka hai ye me guarantee ke sath keh sakta hu,Negative
a wise billionaire once shared the secret to his success: girta tha uthta tha fir girta tha thak jaata tha fir uthta tha fir kadam se kadam mila kar maine 50 se 500 karod tak ka safar tayy kiya,Neutral
honestly i d be crying too agar koi meri bandi leja kar aese kar gaya kar gaya pe dance kare with one leg hanging in the air,Negative
dahej me naya cooker,Negative
mei chalta tha gir tha uthta tha phir chalta tha esay 500 crore kamay,Negative
preeti ranu mondal aur anjali ko kahan koi chhu ska hai this is hilarious,Positive
4:02 naya cooker,Neutral
only desi s sarcasm is so high he can burn anyone with his observation skills only desi ka vyang itta ucha hai ki woh kisi ko bhi bhasm kar sakta hai apne avalokan kaushal se,Positive
dahej main naya cooker nahi a ayega lol,Positive
50 se 500 crore ka safar is the most hilarious part,Positive
dil mera bhi bada hai 1:38,Positive
india mein jo parents honor killing krte hai wo toh prashad hota hoga bruh i am dead xd,Positive
is aadmi ki presence of mind mujhe mil jaye to main duniya jeet lunga way to go my friend,Positive
only desi: like kiya kya? audience: kar gaya kar gaya kar gaya,Positive
after watching dhadkan jab baap ki marzi se hi shadi krni thi to pyar bhi baap se puch kr krna chahiye tha,Neutral
lekin preeti ranu mandal aur anjali ko kaha koi chhu saka hai epic,Positive
sees only desi s notificationmy mind: bharo maang meri bharo,Positive
dar gayi and kar gaya was so on point,Positive
dahej mein naya cooker nahi aiga,Negative
dev ki maa ko pata chalata hain ki ab ghar me naya kukakar nahi aayega,Negative
english: total annihilationhindi: poora phod daala,Neutral
4:17 jaise hi maa ko pata chalta hai ki dahej me naya cooker nahi aayga saala has has paad nikal gaya,Positive
7:20 bc sabko bata de scheme i am dead lmao,Positive
2:41 ab bnaty hain bro yhi trend hai,Positive
8:33 savage bro bhago tumhri ma ke,Positive
arey teri maa ki khud hi toh puchhi this is cracking me up,Positive
dehej mein naya cooker nahi ayega bruh too humorous ankit,Positive
3:58 utar do apne baap ke seene me goli kid is playing pubg with father papa is in opponent s team aamne samne utar de apne baap ke seene me goli,Positive
2:02 dil nahi gussega anjali,Negative
ghar mein naya kukar nahin aaega ❤,Positive
6:10 uth jaa bhai,Neutral
the cat meme had me rolling park me jhari ke piche gandi gandi harkate karo na,Positive
2:27 toh kitni mohabbat karte ho tum mujhse video editor ko salaam hai,Positive
this was too funny ye bohoth mazzakiya tha,Positive
how did u missed the bidaai part that is so funny bichari dulhan ro rhi hoti hai bt instead of going from another door he goes frm the same rote rote shift hoti,Positive
6:52 muje dev ka side ka bhi sunna hai ab,Neutral
funniest part jaise hi maa ko pta chala nya cooker nahi aayega ghar pe,Positive
2:10 dev ki gaa d jalane k baad,Negative
how small things you notice bro kitni chhoti chhoti batein tum notice krte ho,Positive
her sister maine bhi notice kiya tha,Positive
jo bhi ho is movie ka music script ashi thi cd player pe laga tar 2months mere dada ji is movie ko lga kr har roz dekh te the,Positive
wtf after listening his struggle she asking maa kaisi hai pehle to kab nahi puchi maa k bare me u know real brutality is still these story happens mostly ghar ghar me,Negative
5:23 that erection joke indeed the way how he ties that male robe s strings in an erect way is really a good catch bhai tera 20 20 vision next 2020 mey bhi kaayam rahey all the best,Positive
bhai ne fact pkad liya dictionary,Positive
observations me tho phd kr rakha hai 4:38,Positive
everytime when that irritating sound hunnnnnn [00:42] comes with that cat face i was like ise band karo mad d,Negative
in real life if people died just like sunil shetty s mom did i guess i wouldn t mind dying sab jhamela khatam,Positive
bollywood kya diya hume lun itna,Negative
meri mummy ki favourite film,Positive
5:00 kam se kam hairstyle same kar dete,Negative
aur isi tarah dev ki ga@ d jalane ke baadthat was hilarious man,Positive
bhai tu kya aadmi h yrrr aisa koi nahi jo itna bdiya bolta ho,Positive
lip ke charo tarf outline maine bhi notice kiya yrr,Neutral
dev ki yehi wealth multiplier strategy ram ne chori ki to repackage it in phir hera pheri,Neutral
7:38 pyara dost,Positive
bhai gazb observation hai om jai jagdish wali,Positive
aakhir aisa kya h mujhme,Neutral
but ek din zee cinema mai aa rhi thi toh dekh li time pass ke liye relatable enough how ankit howww,Positive
sar plzzzzzzzzzzzzzzz laadla movie par bhi videos banye please plzzzzzzzzzzzzzzz from pakistan,Neutral
har video 5baar dekhta hu kam se kam,Positive
ye ladka meri nazro se movie dekhta h isliye mujhe sb bolte h tu mt dekha kr movie,Negative
hasa diya na sabko aapne ❤,Positive
brother god mode hai tumhara,Positive
main yogi baba wala dekh k aa rha hu iska level abhi bhi bht high hai,Positive
bhot raees h vo log bhot dhan daulat h unke paas i laughed too hard,Positive
bhai ke awaaz mei tharak bahut zyaada hai,Negative
dev gya tel lene,Negative
dharmesh darshan ne jo tatti failayi hai and that background sound,Negative
it s done ho gaya,Negative
only legends know the father is playing role of sammers nanaji in the show yeh un dino ki baat hai❤,Positive
ngl the same thing is happening with my sis being blackmailed to get married umar ho gayi hai hmari maar do humein etc etc,Negative
shilpa ka bhagana itna lamba tha ki maine is video me bhi 10sec skip kiya,Negative
in my childhood i really used to think ki wo america chal ke gya hoga,Neutral
bhai thank you kafi time baad itna hasa hu,Positive
bro shaadi karke pass gaya movie ka revisit karo,Neutral
that line mai bas yahi kehne aai hun us insaan se jo pehle mera dost hua karta tha bruhhh ese hi kat ta hai logon ka,Negative
gane ko ek number hua krte the phele ke movie ke yeh baat koi badl nahi skta,Positive
dark humour ka definition sense full baat rakhi you are good at everything philosophy b dete ho vedo se reference b dhun lete ho ya arranged kr lete ho comedy b everything you have except talent hahahaha humour,Positive
4:36 didn t know koreans bhi selmon bhai ke fans hai,Neutral
bhai aapki background commentary opp,Positive
bhai han mene bhi pyar kya he pe bhi videos banye please plzzzzzzzzzzzzzzz from pakistan,Neutral
hahahahahahah yaar kasam se love u as bhai,Positive
bhai bachpan me jb pehli baar ye film dekhi thi tb mene ye socha tha ki shilpa shetty aur sunil shetty dono bhai bahen hai inko baad me pata chala isiliye ye log shadi nahi kiye is movie me,Neutral
seriously rolling what rani mukerji did to kajol in kuch kuch hota hai came back to her in mjhse dosti krogi outer look matters,Negative
virana ke uper b aek video banavo bhai ❤ ❤,Neutral
gazab ka talent aapka paas,Positive
7:06 ye sunkar warren buffett hospitalize ho jaenge,Negative
ankit naye videos nahi banate so i rewatch the old ones over and again,Positive
om jai jagdish hare ke piche pad gaye bollywood wale inn sabke narka main alag se ek kadhai,Negative
revisits ki bhi revisit krte h hm itna amazing content superb aur b vdeos daliy,Positive
dill bada hona chahiye,Neutral
awsome ho yr tum smjh ni ata ki video zda mazedar h ki comments,Positive
wuthering heights sasta version,Negative
kuch bhi kaho this movie was part of me while growing up enjoyed it back then still enjoying it,Positive
jhar k pechy ja k gandi harkaty karo hilarious,Positive
bhai son of sardar par video banao,Neutral
mast banaau chhu tu bhai,Positive
anjali ko dekh ke mujhe apni yaad a gyi mood swings,Positive
nice video bohot hi achchi video thi,Positive
i crack this joke with my wife s friends they loved this movie my question was same how the fukc can someone make 500 cr by chalta tha girta tha utha tha bc i can do this all day give me atleast 1cr,Positive
last wala sahi tha,Positive
very nice review bohot hi aacahi sameeksha ki hai,Positive
bohut funny tha bhai,Positive
uske intentions bilkul clear h,Neutral
aur boby ram ko kabhi pata nahi chlne dega ki vo kaun hai,Negative
kyu kyu kyu kyu itna acha videos bnate ho,Positive
sasta wuthering heights,Negative
bhai tab jamana piche tha jaise ki 100 saal phle ke logon se aaj k logon ki compare nahi kr skte,Positive
bhaia kabir singh ka bhi banana,Neutral
dev ka 50 se 500 crore ka safar is still a mystery,Neutral
local train mein dholak bajane wale,Negative
sab se mazay ki bat thi: sanskari song,Positive
paisa jeet gaya saars paisa bnao ladkiya khud girengi,Neutral
dhadkan pr ek ar revisit banaya jaye,Positive
current time me ye story crime petrol par aati hai aur sare news channels pe,Negative
dil bada hona chaiye,Neutral
bhai 500 crore toh chodo bhai ke paas 50 crore bhi kaha se aaye,Negative
ek bar galti se papa ke upar chai gir gyi and papa said han han jala de mujhe,Negative
wo uski sister wala change maine bhi bahut pehle notice kiya tha,Neutral
7:24 pyara dost,Positive
0:45 heart beat shoulder par kon sunata h??,Neutral
bhai mera naam bhi dev hai mere pass bhi big muscle and hairy chest hai haste haste ro dia mein toh jab tumne yeh bola,Positive
black pink ka advertisement aya h video pe budget badh gya hai,Positive
korean subtitles me bhi he ye movies sab kya baat he,Positive
om jai jagadish hare means sanskari yeh toh maine kabhi notice hi kiya tha,Positive
sound of beep has been used as a warning ab gaali aa rhi h,Negative
main has has ke pagal hogaya,Positive
dev ko agar baad mein ameer banana hi tha to pehle hi ban jata itna lafda to na hota,Negative
starting is sooo good with tattii dast waali,Positive
7:47 bio logical truth abe ye uski bhook hai she can t control,Neutral
baghban ke om jai jagdish clip me korean subtitles kyu hai?,Neutral
5:18 bhai anjali ka to video aa gaya hai come to 2022,Neutral
when my name s anjali iske piche ke dard ko dekho,Negative
h@rami youtuber tu sada gareeb rahe so that we get such awesome content always,Positive
aaj hi dhyan dia maine behn change hui,Neutral
dead at mai kar gya kar gya,Positive
lips ke charo taraf outline,Negative
toh yeh raju shyam ki itne dino pehle se le rahe hai,Neutral
go away your mothers bhaago tmhri maa ki,Negative
ram ki sister changed seriously ye abhi pata chala,Neutral
iss movie ka sequel banao to ye jarur dikhana ki dev ne 50 se 500 crore kaise banaya,Positive
bhaiya main bhi aapke jaisa focus pana chahta hoon koi tips doge,Positive
gaali bhi do sath me beep beep bhi daalo,Negative
ab devdas ka bhi bana do,Neutral
bhai pahle kyu ni mila tu mujhe,Positive
iska daurna ho jaye toh mujhe utha dena,Negative
basic sabko ani chahiye,Negative
haaye me kr gaya kr gaya nibba nibbi ki kahani yaaha de shuru hui thi,Negative
but bhai movie zabardast hai,Positive
next koi mil gya,Neutral
mst bro,Positive
bhai mera toh galti se dost ke jagah papa ko call lagaya tha bhai,Neutral
abe park me aye ho to jadiyo kr peeche jaake gandi gandi chize karo na no shit just straight on the point,Negative
itne dyan se toh script writer ne script ni likhi hoghi jitne ghor se inn mahashe ne video ki editing ki hai,Positive
mela ka banao,Neutral
please count kitni baar dev bola 6:23,Neutral
6:54 3 logon ko jodne m kuch zyaada hi paisa nahi hai,Negative
2:39 lip makeup bhai banate hai line lekin,Negative
ram ka intention bilkul clear hai itna details to koi nehi pakadta,Positive
4:36 bhagban ke korean sub kaha se mile bhaiya,Neutral
50 se 500 crore kaisa banane h ye seekh gya m,Neutral
bhai aap moonh se supari nikaal ke baat kiya karo yaar,Negative
gandi gandi hrkate kro n jhadi k pichhe that line,Negative
ye movie kam english speaking course jyada lag raha hai,Negative
5 sal laga thah gadhe banane me,Negative
yarr kitni bariki se note karte h ak ak point matlab hatke hi,Positive
channel taak guess kr liye isne too,Positive
4:35 korean kabse dekhne lag gaye movie,Neutral
i wasn t wrong when i used to sing paise wala love,Neutral
i can t stop laughing on vaha bhi bakchod bacchi aur yaha bhi bakchod bacchi,Positive
script likhoge kab?,Negative
agar unhe kuch ho gya to i m sure woh bhi baat nahi krengi kisi se i m crying while laughing,Positive
frd: why do u still watch tarak mehata?me: mujhe rishte todna acha nh lagta,Neutral
waha bhi bakchod bachi yahan bhi bakchod bachi also ending ka song cracked me up,Negative
aadhe to saalo se sauce wala love gaa rhe hai was epic,Positive
hahaha waha log maa ke darshan kar rhe hai aur yaha ye angpradarshan kr rhe hai,Negative
i was immature when this movie released at that time i liked this movie but after watching this video i be like: ye kya dekh liya bachpan mai,Positive
brands wala pose wala zabardasti wala sab gucci prada balenciaga paise wala sab script likhoge kab ?awesome,Positive
itna concentrate kaise kerte ho bhai duniya ka end hi ker dete ho hahaha,Positive
the part he says script likhoge kab dil touch kr liya inhone,Positive
i subscribed your channel do you know why? coz mujhe rishte todna aachha nahi lagta,Positive
4:55 but even worse than that is they re making a sequel of this tatti i mean soty so cool loved it ❤,Positive
i completely lost it when he said waha bhi bakchod bacchi yaha bhi bakchod bacchi,Positive
bhai c i d kyun nahi join krlete daya ko tmhari zarurat h ♥,Positive
02:30 ghanta yaha pe goa ka trip nahi hopaata aur ye thailand groom rahe hai lol,Negative
finally only desi agreed to upload on regular basis because ussr rishte todna aacha nahi lagtaedit : thanks for the likes,Positive
2:14 ye ek aisa school hai jaha bahut sari extra curricular activities karai jaati hai jaise padhai compulsary nahi hainahi karna hai to koi problem nahi hai,Neutral
yaar teri har video mujhe hasa hi deti hai :d,Positive
like kiya uske baad video dekh raha hu cuz i know ur content will be awesome like always love you brother,Positive
wahaa baat baat me maa k darshan yahaa baat baat me ang pradarshan ek number bhai,Positive
bhai agar possible hota to 100000000 likes de deta yaar u made my day u deserve more than this seriously ❤ ❤ ❤ ❤,Positive
bhai agar 50cent ki university hoti toh uska naam st cent hota nhi??,Neutral
bhai hum tumhare video kabhi miss nahi karenge kyonki hame rishte todna acha nahi lagata,Positive
4:38 or mne teri girlfriend k sath,Negative
aa gaya apna bhai,Positive
surkh wala soz wala paise wala love hota hai jo love se jyada paise wala love ~,Neutral
21 topo ki salami bhai ko jo hamare liye jisne hamko ye sab dikhane ke chakkar me ye film ek se jyada baar dekhi,Positive
yeh mera 2nd favourite youtube channel hai first nahi kyunki mujhe rishtey todna acha nahi lagta hai,Positive
humare bhi future mein college life karan johar directed hi ho,Positive
kafi der baad koi acha channel milla jiski hrek video awesome hai,Positive
sunn meri baat its her choice became famous in this movie,Neutral
was in bad mood laugh instantly after 20 sec of the video to good bro i will ask the same question at last bhilai kab aarahae ho,Positive
ohhh mere bhai gazab,Positive
kitne years baad bollywood ka koi song favourite ban gaya,Positive
waha bhi dadi yaha bhi dadi waha bhi bakchodh bacchi yaha bhi bakchodh bacchi amazing man,Positive
didn t even know about half the brands you pointed out gareebproplus,Negative
i love bharo mang meri bharo part so freaking much,Positive
being an urdu person let me tell you all meaning ofsurkh wala ♡ = passionate love red color is used to describe passionsauz wala ♡ = sauz means jo dheemi dheemi anch pe jala ho wo pyar jo dard deyfaiz wala ♡ = faiz ka asl matlab faida hay iska mtlb kbhi bhi victorious nahi hota wo fouzia ka hota hay to faiz wala love matlab wo love jo reason banay faiday aur blessings ka,Positive
i am sure unhe kuch hogaya to vobhi kisi se baat nahi kregi funny tha bahut,Positive
att meri jaan bhai tu unn youtubers mein se hai jinko main kabhi nahi chaunga ki woh you tube har video each and every punchline and joke is hilarious ❤ keep doing it god bless you ❤,Positive
you should have added a scene from the ratta maar song where you can clearly see alia bhatt is holding a quantitative aptitude book of rs agarwal singing ratta maar wtf was that ?? i mean quantitative aptitude koi ratta maarta hai kya,Negative
i used to hear paise wala love,Positive
seriously bhai louis vuitton wala classic tha :,Positive
they are making the sequel of that tatti i mean soty bro u r really a legend ♥✨,Positive
bhai main prem ki diwani hoon ka revisit karo pls,Neutral
watched this video 4 years ago aaj phirse yaad aa gaya,Positive
why i thought ki ye college me the and today he told me ye school tha wtf,Negative
bhot hard bhot hard,Positive
amiro ke bache or amir ban rahe hai,Neutral
i was laughing so hard through the whole thing genius especially song in the end i died phakkad wala love from pakistan ❤ ❤,Positive
ye mera bhaaai to go into that much detail you must of watched this movie thrice at least which means you destroyed quite a lot of your brain cells aisa jokhim uthane k liye jigra chiye apne fans k liye kitna karta hai re tu bawaaa :d :d :d,Positive
5:01 jabardasti ko jabarzasti bolne ka maja hi kuch aur hai,Positive
i was among the chutyas who watched student of the year but i will not be among the mahaa chutyas who gonna watch it s sequel,Negative
bhai aapke itna kam subscribers kaise main toh subs kar raha hoon,Positive
aaj mera is channal per 2 day or ab ye mera favourite ho gya h,Positive
bakchodi wali ladki mujhe rishte todna acha nahi lagta pumaaa pumaaa pumaaa,Negative
bhai kya nazar he,Positive
this is the best on your channel so far gucci wala prada wala paisa wala sab script likhoge kab omg,Positive
the song at the end was best script likhoge kab,Positive
har baar ki tarah is baar bhi like karthi hoom kyonki mujhe rishhe todna acha nahi lagtha kya aankh hain bhai aapka saara products tune detect kiya sherlock holmes ke koi hai kya,Positive
script likhoge kaab? that was awesome,Positive
apna indian screen junkies btw u have made a great job guys,Positive
superman v batman ke bare mat bol bhai woh jabardast hai,Positive
these movies that shows happy college life should be banned because reality sucks college = study work karan johar kaha para tha???,Negative
script liko ge kab?,Positive
wha pe baat baat pe maa ka darshan yha pe baat baat pe ang pradasan hits me different and i laugh liyt loud like i can t even explain,Positive
waha bhi dadi yaha bhi dadi waha bhi bakchod bacci yaha bhi bakchod bacci this was toooooooo much deep,Positive
last wala acha song acha tha,Positive
kya observation hai bhai tera,Positive
script likhoge kaab was epic,Positive
zabardasti wala sab hahahahaah when i say cracked,Positive
i love you all because mujhe rishte thodna acha nahi lagta bahahaha,Positive
sahi hai patel,Positive
kya editing hai plus the words you choose to describe,Positive
ooo bhai kya roast kiya hain 100 100,Positive
mujhe rishte todna achcha nahi lagta,Positive
pls make more revisit bhot relief milta h khul ke hs kr ❤,Positive
omg this channel is like humare man ki baat,Positive
you re my fav kiyun ki mujhe tumhara rishtey nibhana bohut pasand aata,Positive
yr i just love your content ek hi video bar bar dekhti rehti hu,Positive
brands waala pose waala jabardasti waala sab gucci prada balenciaga paise waala sab script likhoge kab ? just love this version,Positive
ye meri favourite movie thi ise dekh ke lag rahaa hai kyu? xd thak you mr hasaane wale aadhe angrez,Positive
i m mean it just woww❤ your skill of spitting facts script likhoge kab wala part is good in last,Positive
